artifact_id,source_path,filename,repository_or_worktree,branch,commit_sha,date,configuration_or_revision,relevance,status,sha256,size_bytes,notes
LA-073,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity\work\final_release\STINGRAY_I5S_DF8_FINAL_DEPLOYED_MASTER_AP242.step,STINGRAY_I5S_DF8_FINAL_DEPLOYED_MASTER_AP242.step,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity,audit/state-parity-provenance,61a58cbbccd0aae7a747b2a73046142cf1f44511,2026-08-23T12:36:47-05:00,DF8_R2_STATE_PARITY_REFERENCE,Validated R2 reference DEPLOYED AP242,HISTORICAL,9ffa85af11c4c129dca60b8d9cd012a6a1103f9df5367bd42a72795978051b97,17858903,Strong provenance reference; geometrically superseded by later branches.
LA-074,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-cots-heavy\docs\engineering\cots\cots-heavy-architecture\COTS_CANDIDATE_BOM.csv,COTS_CANDIDATE_BOM.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-cots-heavy,design/df8-cots-heavy-architecture,974b7f01ddc97d5ca43ccc595bc2f38e140ddd30,2026-08-24T11:25:03-05:00,COTS_HEAVY_ARCHITECTURE_C,25-candidate COTS-heavy master candidate BOM,HISTORICAL,a864b295ad7bc6c4f092cc35d87238ee41c2b7c74d635e5278c5b1ca0376a7b1,6590,Documentation/developmental selection; no procurement or release authority.
LA-075,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-cots-heavy\docs\engineering\cots\cots-heavy-architecture\FINAL_PRESSURE_SOURCE_BOM.csv,FINAL_PRESSURE_SOURCE_BOM.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-cots-heavy,design/df8-cots-heavy-architecture,974b7f01ddc97d5ca43ccc595bc2f38e140ddd30,2026-08-24T11:25:03-05:00,COTS_HEAVY_ARCHITECTURE_C,Architecture C final pressure-source BOM,HISTORICAL,d3af82e91b1ec24055adf01157cbd72946d0fc2c568bd9a55c7b15ce51bdb493,3584,Documentation/developmental selection; no procurement or release authority.
LA-076,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-cots-heavy\docs\engineering\cots\cots-heavy-architecture\SELECTED_ARCHITECTURE.md,SELECTED_ARCHITECTURE.md,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-cots-heavy,design/df8-cots-heavy-architecture,974b7f01ddc97d5ca43ccc595bc2f38e140ddd30,2026-08-24T11:25:03-05:00,COTS_HEAVY_ARCHITECTURE_C,COTS-heavy architecture selection,HISTORICAL,f2fec61cca5bd60edc40a434ca8de40f8fd1e748aa40c80acdda09086629f5a2,2097,Documentation/developmental selection; no procurement or release authority.
LA-077,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-cots-heavy\docs\engineering\cots\cots-heavy-architecture\LELAND_89200_65026_INTERFACE_GATE.md,LELAND_89200_65026_INTERFACE_GATE.md,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-cots-heavy,design/df8-cots-heavy-architecture,974b7f01ddc97d5ca43ccc595bc2f38e140ddd30,2026-08-24T11:25:03-05:00,COTS_HEAVY_ARCHITECTURE_C,Leland rated-interface evidence gate,HISTORICAL,3e65bba0ec2458d7d7700c2d4a1c684ae3b67acf37562c33f2e7a1c058d5f302,5530,Documentation/developmental selection; no procurement or release authority.
LA-078,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-cots-heavy\docs\engineering\cots\cots-heavy-architecture\FINAL_COTS_ARCHITECTURE_METRICS.json,FINAL_COTS_ARCHITECTURE_METRICS.json,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-cots-heavy,design/df8-cots-heavy-architecture,974b7f01ddc97d5ca43ccc595bc2f38e140ddd30,2026-08-24T11:25:03-05:00,COTS_HEAVY_ARCHITECTURE_C,COTS-heavy accounting metrics,HISTORICAL,af6a9d7eb71b44e30a4880a3a85f1522092917579b3a8b009294a3455c413b01,2418,Documentation/developmental selection; no procurement or release authority.
LA-079,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-cots-heavy\docs\engineering\cots\cots-heavy-architecture\VENDOR_EVIDENCE_REGISTER.csv,VENDOR_EVIDENCE_REGISTER.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-cots-heavy,design/df8-cots-heavy-architecture,974b7f01ddc97d5ca43ccc595bc2f38e140ddd30,2026-08-24T11:25:03-05:00,COTS_HEAVY_ARCHITECTURE_C,Vendor evidence and maturity register,HISTORICAL,0bbd81ff0d22c0fec869f478c7fd32bafa7c52d11bdcbd4dea3aaa5e119d80ca,25292,Documentation/developmental selection; no procurement or release authority.
LA-080,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-cots-heavy\docs\presentations\stingray_df8_mechanical_breakdown\STINGRAY_I5S_DF8_MECHANICAL_BREAKDOWN_PER_PART.pptx,STINGRAY_I5S_DF8_MECHANICAL_BREAKDOWN_PER_PART.pptx,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-cots-heavy,design/df8-cots-heavy-architecture,974b7f01ddc97d5ca43ccc595bc2f38e140ddd30,2026-08-24T11:25:03-05:00,COTS_HEAVY_ARCHITECTURE_C,Stakeholder per-part mechanical breakdown deck,HISTORICAL,1f479e422ff3023f97a1f64801fc477948adcdeda88e5ce6a1b401ba4215a465,28709188,Documentation/developmental selection; no procurement or release authority.
LA-081,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-docs\docs\engineering\cots\targeted-retrofit\COTS_CONVERSION_LEDGER.csv,COTS_CONVERSION_LEDGER.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-docs,design/df8-targeted-cots-retrofit,fc5d76dd9f7b15bd5975a667974869414aabd821,2026-08-24T12:33:06-05:00,TARGETED_COTS_DOCUMENTATION,Targeted substitution decision ledger,HISTORICAL,a0c4d4a3373e89ba37663dfca5b5d0b85889a8133a2317f6bd7bad40374762aa,44030,"RFQ transmission is not purchase, qualification, CAD acceptance or release."
LA-082,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-docs\docs\engineering\cots\targeted-retrofit\SELECTED_COTS_TECHNICAL_CLOSURE.csv,SELECTED_COTS_TECHNICAL_CLOSURE.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-docs,design/df8-targeted-cots-retrofit,fc5d76dd9f7b15bd5975a667974869414aabd821,2026-08-24T12:33:06-05:00,TARGETED_COTS_DOCUMENTATION,Selected/rejected COTS technical closure,HISTORICAL,0d1d0725e63dbffcc298b6630f07ba6329d648ba66c8a4f95284dc47b115bcba,7430,"RFQ transmission is not purchase, qualification, CAD acceptance or release."
LA-083,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-docs\docs\engineering\cots\targeted-retrofit\TARGETED_COTS_RFQ_TRANSMISSION_LOG.md,TARGETED_COTS_RFQ_TRANSMISSION_LOG.md,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-docs,design/df8-targeted-cots-retrofit,fc5d76dd9f7b15bd5975a667974869414aabd821,2026-08-24T12:33:06-05:00,TARGETED_COTS_DOCUMENTATION,Authorized technical-information inquiry provenance,HISTORICAL,cd5e7e79217db0dcf4a9b8ccb558e1a86a574300639878cadb6679c1e88f5753,13019,"RFQ transmission is not purchase, qualification, CAD acceptance or release."
LA-084,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\referenced-chatgpt-conversation-this-is-an\work\Stingray\docs\presentations\stingray_df8_mechanical_breakdown\STINGRAY_I5S_DF8_MECHANICAL_BREAKDOWN_PER_PART.pptx,STINGRAY_I5S_DF8_MECHANICAL_BREAKDOWN_PER_PART.pptx,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\referenced-chatgpt-conversation-this-is-an\work\Stingray,docs/df8-per-part-mechanical-breakdown,95766a1bfc7bcc48416b83c7b25fcbd482ac0608,2026-08-23T15:07:07-05:00,DF8_STAKEHOLDER_PER_PART_DECK,Current local per-part stakeholder deck checkout,HISTORICAL,1f479e422ff3023f97a1f64801fc477948adcdeda88e5ce6a1b401ba4215a465,28709188,Presentation evidence does not overrule exact CAD/source artifacts.
LA-085,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\referenced-chatgpt-conversation-this-is-an\work\Stingray\docs\presentations\stingray_df8_mechanical_breakdown\manifests\per_part_cots_traceability.csv,per_part_cots_traceability.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\referenced-chatgpt-conversation-this-is-an\work\Stingray,docs/df8-per-part-mechanical-breakdown,95766a1bfc7bcc48416b83c7b25fcbd482ac0608,2026-08-23T15:07:07-05:00,DF8_STAKEHOLDER_PER_PART_DECK,Deck COTS traceability source,HISTORICAL,ae4a7a8f6784daa129e01043e4d6df180ed0366cf1bdba72896b8f951ab6503b,47118,Presentation evidence does not overrule exact CAD/source artifacts.
LA-086,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\referenced-chatgpt-conversation-this-is-an\work\Stingray\docs\presentations\stingray_df8_mechanical_breakdown\manifests\deck_delivery_validation.json,deck_delivery_validation.json,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\referenced-chatgpt-conversation-this-is-an\work\Stingray,docs/df8-per-part-mechanical-breakdown,95766a1bfc7bcc48416b83c7b25fcbd482ac0608,2026-08-23T15:07:07-05:00,DF8_STAKEHOLDER_PER_PART_DECK,Deck delivery validation,HISTORICAL,d7e532f52da72c4bf48ca1b6fca9b2337c553d0abef9e8861c09a8e31504dbf2,2556,Presentation evidence does not overrule exact CAD/source artifacts.
LA-087,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-ppt-build\current_cad_views\before_after_evidence_index.csv,before_after_evidence_index.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-ppt-build,N/A,N/A,2026-08-23T14:36:31.467263+00:00,R2_CURRENT_CAD_SCREENSHOT_SET,Nine source-derived CAD screenshot index,HISTORICAL,26fc7a1bfd155d89df886a238f7a4ff461fc86b6dc92724a4983a98524b68682,2992,Screenshots carry unique visual context but are not geometry authority.
LA-088,C:\Users\ANDRE.ANDREWSPC\CodexProjects\STINGRAY_CODEX_COMMISSION\MANIFEST.json,MANIFEST.json,C:\Users\ANDRE.ANDREWSPC\CodexProjects\STINGRAY_CODEX_COMMISSION,N/A,N/A,2026-08-11T02:27:39.200968+00:00,STG-REALITY-CAD-001 / CONFIG-D,Historical commission manifest,HISTORICAL,a63e151f3875e92849d18cdca2e2db246c687071dc6d67ee9a4a1b0713822165,15684,Predates DF8; reference evidence only.
LA-089,C:\Users\ANDRE.ANDREWSPC\CodexProjects\STINGRAY_CODEX_COMMISSION\README.md,README.md,C:\Users\ANDRE.ANDREWSPC\CodexProjects\STINGRAY_CODEX_COMMISSION,N/A,N/A,2026-08-11T02:20:57.180901+00:00,STG-REALITY-CAD-001 / CONFIG-D,Historical commission requirements/provenance,HISTORICAL,b80d3b294527a8dcd77f4652da9928ccff72b9916d08f7c032e56a2aee29324f,1020,Predates DF8; reference evidence only.
LA-090,C:\Users\ANDRE.ANDREWSPC\CodexProjects\STINGRAY_CODEX_COMMISSION\02_SOURCE_EVIDENCE\selected_parts.csv,selected_parts.csv,C:\Users\ANDRE.ANDREWSPC\CodexProjects\STINGRAY_CODEX_COMMISSION,N/A,N/A,2026-08-11T02:20:57.194798+00:00,STG-REALITY-CAD-001 / CONFIG-D,Historical CONFIG-D selected COTS register,HISTORICAL,521d02f0c4732cedec5903230a5224a9bb1a0574c510265ea2afe3aabc0f2fad,5447,Predates DF8; reference evidence only.
LA-091,C:\Users\ANDRE.ANDREWSPC\CodexProjects\STINGRAY_CODEX_COMMISSION\02_SOURCE_EVIDENCE\vendor_source_manifest.json,vendor_source_manifest.json,C:\Users\ANDRE.ANDREWSPC\CodexProjects\STINGRAY_CODEX_COMMISSION,N/A,N/A,2026-08-11T02:24:20.069690+00:00,STG-REALITY-CAD-001 / CONFIG-D,Historical vendor evidence manifest,HISTORICAL,d4d38fb1b40751c46ebfb0cd1f5e59bb6248254f6c557a86a20fb15ff027217e,3041,Predates DF8; reference evidence only.
LA-092,C:\Users\ANDRE.ANDREWSPC\CodexProjects\STINGRAY_CODEX_COMMISSION\02_SOURCE_EVIDENCE\vendor_cad_original\CLIPPARD_MJV-3-OEM-STEP\valve_mjv-3.stp,valve_mjv-3.stp,C:\Users\ANDRE.ANDREWSPC\CodexProjects\STINGRAY_CODEX_COMMISSION,N/A,N/A,2017-06-20T22:12:46+00:00,STG-REALITY-CAD-001 / CONFIG-D,Authentic Clippard MJV-3 OEM STEP,HISTORICAL,516f3b2db8983385cf76190b725870788d11bb08fd8cb9c64f4440443e7c5056,242076,Predates DF8; reference evidence only.
LA-093,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-cad-transition\outputs\step\STG_CQ1_MASTER_REFERENCE.step,STG_CQ1_MASTER_REFERENCE.step,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-cad-transition,N/A,N/A,2026-08-10T20:41:13.877402+00:00,CONFIG-D-SIMPLIFIED-RELEASE-SLEEVE,CQ1 reference STEP,HISTORICAL,82c6d3f5e25c4bca251a02999a8e3f59827521a9e0642eace2c9443beee6b94e,112813,Reference-stage geometry; not DF8 current baseline or release.
LA-094,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-cad-transition\outputs\cq4_manifest.json,cq4_manifest.json,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-cad-transition,N/A,N/A,2026-08-10T21:59:31.653208+00:00,CONFIG-D-SIMPLIFIED-RELEASE-SLEEVE,CQ4 three-arm reference manifest,HISTORICAL,be8bede13e556a24384f4f9c7c4e21f97ae0592df8ef73eff58d7eaa382bf7ac,9829,Reference-stage geometry; not DF8 current baseline or release.
LA-095,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-cad-transition\reports\cq4_geometry_validation.json,cq4_geometry_validation.json,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-cad-transition,N/A,N/A,2026-08-10T21:59:29.858431+00:00,CONFIG-D-SIMPLIFIED-RELEASE-SLEEVE,CQ4 geometry validation,HISTORICAL,6188a6f878c573cfa3405f765cc785523dad105612d0643325466939d11eab68,23680,Reference-stage geometry; not DF8 current baseline or release.
LA-096,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-cad-transition\outputs\step\cq4\STG_CQ4_THREE_ARM_DEPLOYED_80.step,STG_CQ4_THREE_ARM_DEPLOYED_80.step,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-cad-transition,N/A,N/A,2026-08-10T21:59:30.988575+00:00,CONFIG-D-SIMPLIFIED-RELEASE-SLEEVE,CQ4 three-arm deployed reference STEP,HISTORICAL,d5bb3912deecf9f2f3ed3ab3ebf705f26bfdf7bda02586510c857da78b6cc316,680838,Reference-stage geometry; not DF8 current baseline or release.
LA-097,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-final-delivery-work\STINGRAY_FINAL_DELIVERY\MANIFEST.json,MANIFEST.json,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-final-delivery-work\STINGRAY_FINAL_DELIVERY,N/A,N/A,2026-08-11T03:41:08.276490+00:00,STINGRAY_FINAL_DELIVERY / CONFIG-D,Historical final-delivery manifest,HISTORICAL,ed1aed19832dd3a6021836e75e278120d98da4fc224f7424b89db6c722a838bb,103591,Large duplicate source tree indexed in place; not copied into Git.
LA-098,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-final-delivery-work\STINGRAY_FINAL_DELIVERY\VALIDATION_SUMMARY.md,VALIDATION_SUMMARY.md,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-final-delivery-work\STINGRAY_FINAL_DELIVERY,N/A,N/A,2026-08-11T03:37:42.496543+00:00,STINGRAY_FINAL_DELIVERY / CONFIG-D,Historical final-delivery validation summary,HISTORICAL,974e3990e5daf2dcd4805ab7c2fa62fb7ea9bbe367641207249bdf3e44aa11bb,700,Large duplicate source tree indexed in place; not copied into Git.
LA-099,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-final-delivery-work\STINGRAY_FINAL_DELIVERY\01_SOURCE_EVIDENCE\selected_parts.csv,selected_parts.csv,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-final-delivery-work\STINGRAY_FINAL_DELIVERY,N/A,N/A,2026-08-11T03:36:32.610952+00:00,STINGRAY_FINAL_DELIVERY / CONFIG-D,Historical final-delivery COTS register,HISTORICAL,269e8564a239e6d53f7ee72c4a71d00d97659a325a39e1baf869cfe0ae9f0d2d,5372,Large duplicate source tree indexed in place; not copied into Git.
LA-100,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-final-delivery-work\STINGRAY_FINAL_DELIVERY\02_BOM_AND_ASSEMBLY\complete_bom.csv,complete_bom.csv,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-final-delivery-work\STINGRAY_FINAL_DELIVERY,N/A,N/A,2026-08-11T03:36:32.613227+00:00,STINGRAY_FINAL_DELIVERY / CONFIG-D,Historical full BOM,HISTORICAL,79221162ee158c3ea90ddd4727c06e54778c708bb4391adaf46efc9784f8d6c4,2643,Large duplicate source tree indexed in place; not copied into Git.
LA-101,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-final-delivery-work\STINGRAY_FINAL_DELIVERY\07_VALIDATION\source_provenance_report.md,source_provenance_report.md,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-final-delivery-work\STINGRAY_FINAL_DELIVERY,N/A,N/A,2026-08-11T03:37:42.494550+00:00,STINGRAY_FINAL_DELIVERY / CONFIG-D,Historical source provenance report,HISTORICAL,091baf55b5e20826e25e03e98b3ca771a936ab4a752c0de13434e981ae420b9f,349,Large duplicate source tree indexed in place; not copied into Git.
LA-102,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-final-delivery-work\STINGRAY_FINAL_DELIVERY\01_SOURCE_EVIDENCE\vendor_cad_original\Clippard\valve_mjv-3.stp,valve_mjv-3.stp,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-final-delivery-work\STINGRAY_FINAL_DELIVERY,N/A,N/A,2017-06-20T22:12:46+00:00,STINGRAY_FINAL_DELIVERY / CONFIG-D,Authentic Clippard MJV-3 vendor STEP copy,HISTORICAL,516f3b2db8983385cf76190b725870788d11bb08fd8cb9c64f4440443e7c5056,242076,Large duplicate source tree indexed in place; not copied into Git.
LA-103,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-final-delivery-work\STINGRAY_FINAL_DELIVERY\01_SOURCE_EVIDENCE\vendor_cad_original\AutomationDirect\A12005SN.STEP,A12005SN.STEP,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-final-delivery-work\STINGRAY_FINAL_DELIVERY,N/A,N/A,2026-08-11T03:22:13.684141+00:00,STINGRAY_FINAL_DELIVERY / CONFIG-D,AutomationDirect A12005SN vendor STEP,HISTORICAL,bd25642e1929f221abbc51c27ce6358e84fd79f30df5777641f73c872f20b029,205859,Large duplicate source tree indexed in place; not copied into Git.
LA-104,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-final-delivery-work\STINGRAY_FINAL_DELIVERY\01_SOURCE_EVIDENCE\vendor_cad_original\Swagelok\SS-4CD-TW-10.step,SS-4CD-TW-10.step,C:\Users\ANDRE.ANDREWSPC\CodexProjects\stingray-final-delivery-work\STINGRAY_FINAL_DELIVERY,N/A,N/A,2026-08-11T03:04:18.232029+00:00,STINGRAY_FINAL_DELIVERY / CONFIG-D,Swagelok SS-4CD-TW-10 vendor STEP,HISTORICAL,c0f8505cc0711ef3b011f6fb4961a9d2bb3d9ac2cff3fe2aff06a8d7ad13399f,38893,Large duplicate source tree indexed in place; not copied into Git.
LA-105,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity.zip,stingray-i5-s-df8-state-parity.zip,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23,N/A,N/A,2026-08-26T00:49:14.594444+00:00,DF8_STATE_PARITY_WORKTREE_ARCHIVE,Local state-parity ZIP outside the repository,HISTORICAL,4af1022dfc270a66c2334657377082a5216bf7f7bdc2a63b3a453ac84b272e1c,227254752,Indexed in place; not duplicated.
LA-106,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-22\stingray-i5-s-df8-codex-one\stingray-i5s-df8-cad\work\final_analysis\validation_cycle1\endpoint_pair_audit_deployed.csv.gz,endpoint_pair_audit_deployed.csv.gz,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-22\stingray-i5-s-df8-codex-one\stingray-i5s-df8-cad,main,fcca6642077cf9a420e703c3f7d53b8913501f5a,2026-08-23T07:30:35.423372+00:00,UNTRACKED_MAIN_VALIDATION_EVIDENCE,Untracked endpoint-pair audit in occupied main worktree,EVIDENCE HOLD,4a4af46ca3f9a7341124999c12ff63b4d11f380a4f57c068299610902bef35a5,75597,Operator work preserved unchanged.
LA-107,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-22\stingray-i5-s-df8-codex-one\work\checkpoint-reproduction\work\final_release\STINGRAY_I5S_DF8_FINAL_STOWED_MASTER_AP242.step,STINGRAY_I5S_DF8_FINAL_STOWED_MASTER_AP242.step,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-22\stingray-i5-s-df8-codex-one\work\checkpoint-reproduction,DETACHED,1b6ba8b2e783ba42143d163d41e9a9f2afdebd77,2026-08-23T00:40:23.079546+00:00,CHECKPOINT_REPRODUCTION_UNCOMMITTED,Modified uncommitted checkpoint-reproduction STOWED AP242,EVIDENCE HOLD,aa84e1210bccca24c323290c031d065eeefd4a74f041c0727c506ed8af685403,14078288,Dirty operator evidence preserved; not used to supersede committed baselines.
LA-108,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-22\stingray-i5-s-df8-codex-one\work\checkpoint-reproduction\work\final_release\STINGRAY_I5S_DF8_FINAL_DEPLOYED_MASTER_AP242.step,STINGRAY_I5S_DF8_FINAL_DEPLOYED_MASTER_AP242.step,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-22\stingray-i5-s-df8-codex-one\work\checkpoint-reproduction,DETACHED,1b6ba8b2e783ba42143d163d41e9a9f2afdebd77,2026-08-23T00:41:37.613853+00:00,CHECKPOINT_REPRODUCTION_UNCOMMITTED,Modified uncommitted checkpoint-reproduction DEPLOYED AP242,EVIDENCE HOLD,39900c3f2a19873a964bba06904e161da23af29a8fb6cccf61a542f7e54640f8,15773388,Dirty operator evidence preserved; not used to supersede committed baselines.
LA-109,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-22\stingray-i5-s-df8-codex-one\work\checkpoint-reproduction\work\checkpoint_reproduction_validation\definition_of_done_audit.json,definition_of_done_audit.json,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-22\stingray-i5-s-df8-codex-one\work\checkpoint-reproduction,DETACHED,1b6ba8b2e783ba42143d163d41e9a9f2afdebd77,2026-08-23T01:42:47.980768+00:00,CHECKPOINT_REPRODUCTION_UNCOMMITTED,Untracked checkpoint reproduction audit,EVIDENCE HOLD,e87503a99f5ecdc55b21fd2a7a21734a57b08ce16c43d39940a2c9481d98fdd0,419079,Dirty operator evidence preserved; not used to supersede committed baselines.
LA-110,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-22\stingray-i5-s-df8-codex-one\work\checkpoint-reproduction\work\checkpoint_reproduction_validation\state_parity.csv,state_parity.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-22\stingray-i5-s-df8-codex-one\work\checkpoint-reproduction,DETACHED,1b6ba8b2e783ba42143d163d41e9a9f2afdebd77,2026-08-23T01:36:58.474418+00:00,CHECKPOINT_REPRODUCTION_UNCOMMITTED,Untracked checkpoint reproduction parity evidence,EVIDENCE HOLD,7a245bdcbb4d739f77d5395de5a235bec54a195f07a0640682f39d14f476bda8,60575,Dirty operator evidence preserved; not used to supersede committed baselines.
