connection_id,occurrence_id,mate_occurrence_id,connection_type,retaining_hardware,axial_retention,lateral_retention,anti_rotation,upstream_load_path,downstream_load_path,service_method,evidence,attachment_requirement_count_for_pair,endpoints_exist,status
DETAIL-LINK-CLIP-3-CROSSHEAD-TO-LINK-PIN-3-CROSSHEAD,LINK-CLIP-3-CROSSHEAD,LINK-PIN-3-CROSSHEAD,EXTERNAL_GROOVE_RETAINER,LINK-CLIP-3-CROSSHEAD seated in LINK-PIN-3-CROSSHEAD external groove,LINK-CLIP-3-CROSSHEAD:EXTERNAL_E_RING is axially retained at LINK-PIN-3-CROSSHEAD:LINK_PIN_RETAINER_GROOVE,"LINK-PIN-3-CROSSHEAD:LINK_PIN_RETAINER_GROOVE provides the lateral pilot, clevis, channel, or guide for LINK-CLIP-3-CROSSHEAD",EXTERNAL_E_RING/LINK_PIN_RETAINER_GROOVE and the named hardware prevent unintended rotation,LINK-PIN-3-CROSSHEAD,LINK-CLIP-3-CROSSHEAD,Service the named LINK-CLIP-3-CROSSHEAD seated in LINK-PIN-3-CROSSHEAD external groove at this exact occurrence pair,Enumerated modeled joint LINK-CLIP-3-CROSSHEAD:EXTERNAL_E_RING to LINK-PIN-3-CROSSHEAD:LINK_PIN_RETAINER_GROOVE; class EXTERNAL_GROOVE_RETAINER,1,YES,CONNECTED
DETAIL-BACKUP-SPRING-001-TO-BACKUP-SPRING-FIXED-SEAT,BACKUP-SPRING-001,BACKUP-SPRING-FIXED-SEAT,CAPTURED_GUIDED_COMPRESSION_SPRING,Closed end coil captured by annular seat and guide,BACKUP-SPRING-001:SPRING_FIXED_END_COIL is axially retained at BACKUP-SPRING-FIXED-SEAT:FIXED_SEAT_ANNULAR_POCKET,"BACKUP-SPRING-FIXED-SEAT:FIXED_SEAT_ANNULAR_POCKET provides the lateral pilot, clevis, channel, or guide for BACKUP-SPRING-001",SPRING_FIXED_END_COIL/FIXED_SEAT_ANNULAR_POCKET and the named hardware prevent unintended rotation,BACKUP-SPRING-FIXED-SEAT,BACKUP-SPRING-001,Service the named Closed end coil captured by annular seat and guide at this exact occurrence pair,Enumerated modeled joint BACKUP-SPRING-001:SPRING_FIXED_END_COIL to BACKUP-SPRING-FIXED-SEAT:FIXED_SEAT_ANNULAR_POCKET; class CAPTURED_GUIDED_COMPRESSION_SPRING,1,YES,CONNECTED
DETAIL-BACKUP-SPRING-MOVING-SEAT-TO-CROSSHEAD-001,BACKUP-SPRING-MOVING-SEAT,CROSSHEAD-001,BOLTED_MOVING_SPRING_SEAT,Piloted M3 screw with locking compound,BACKUP-SPRING-MOVING-SEAT:MOVING_SEAT_PILOT_AND_SCREW is axially retained at CROSSHEAD-001:CROSSHEAD_SPOKE_PILOT_AND_THREAD,"CROSSHEAD-001:CROSSHEAD_SPOKE_PILOT_AND_THREAD provides the lateral pilot, clevis, channel, or guide for BACKUP-SPRING-MOVING-SEAT",MOVING_SEAT_PILOT_AND_SCREW/CROSSHEAD_SPOKE_PILOT_AND_THREAD and the named hardware prevent unintended rotation,CROSSHEAD-001,BACKUP-SPRING-MOVING-SEAT,Service the named Piloted M3 screw with locking compound at this exact occurrence pair,Enumerated modeled joint BACKUP-SPRING-MOVING-SEAT:MOVING_SEAT_PILOT_AND_SCREW to CROSSHEAD-001:CROSSHEAD_SPOKE_PILOT_AND_THREAD; class BOLTED_MOVING_SPRING_SEAT,1,YES,CONNECTED
DETAIL-GS19-BODY-001-TO-GS19-FIXED-YOKE,GS19-BODY-001,GS19-FIXED-YOKE,PINNED_ACTUATOR_BODY_END,GS19-PIN-FIXED and GS19-CLIP-FIXED,GS19-BODY-001:GS19_B8_END_EYE is axially retained at GS19-FIXED-YOKE:FIXED_YOKE_COAXIAL_EARS,"GS19-FIXED-YOKE:FIXED_YOKE_COAXIAL_EARS provides the lateral pilot, clevis, channel, or guide for GS19-BODY-001",GS19_B8_END_EYE/FIXED_YOKE_COAXIAL_EARS and the named hardware prevent unintended rotation,GS19-FIXED-YOKE,GS19-BODY-001,Service the named GS19-PIN-FIXED and GS19-CLIP-FIXED at this exact occurrence pair,Enumerated modeled joint GS19-BODY-001:GS19_B8_END_EYE to GS19-FIXED-YOKE:FIXED_YOKE_COAXIAL_EARS; class PINNED_ACTUATOR_BODY_END,0,YES,CONNECTED
DETAIL-GS19-ROD-001-TO-CROSSHEAD-001,GS19-ROD-001,CROSSHEAD-001,PINNED_TELESCOPING_ROD_END,GS19-PIN-MOVING and GS19-CLIP-MOVING,GS19-ROD-001:GS19_ROD_B8_END_EYE is axially retained at CROSSHEAD-001:CROSSHEAD_GS19_CLEVIS,"CROSSHEAD-001:CROSSHEAD_GS19_CLEVIS provides the lateral pilot, clevis, channel, or guide for GS19-ROD-001",GS19_ROD_B8_END_EYE/CROSSHEAD_GS19_CLEVIS and the named hardware prevent unintended rotation,CROSSHEAD-001,GS19-ROD-001,Service the named GS19-PIN-MOVING and GS19-CLIP-MOVING at this exact occurrence pair,Enumerated modeled joint GS19-ROD-001:GS19_ROD_B8_END_EYE to CROSSHEAD-001:CROSSHEAD_GS19_CLEVIS; class PINNED_TELESCOPING_ROD_END,0,YES,CONNECTED
DETAIL-HBD-BODY-001-TO-HBD-FIXED-YOKE,HBD-BODY-001,HBD-FIXED-YOKE,PINNED_DAMPER_BODY_END,HBD-PIN-FIXED and HBD-CLIP-FIXED,HBD-BODY-001:HBD_AA_BODY_END_EYE is axially retained at HBD-FIXED-YOKE:FIXED_YOKE_COAXIAL_EARS,"HBD-FIXED-YOKE:FIXED_YOKE_COAXIAL_EARS provides the lateral pilot, clevis, channel, or guide for HBD-BODY-001",HBD_AA_BODY_END_EYE/FIXED_YOKE_COAXIAL_EARS and the named hardware prevent unintended rotation,HBD-FIXED-YOKE,HBD-BODY-001,Service the named HBD-PIN-FIXED and HBD-CLIP-FIXED at this exact occurrence pair,Enumerated modeled joint HBD-BODY-001:HBD_AA_BODY_END_EYE to HBD-FIXED-YOKE:FIXED_YOKE_COAXIAL_EARS; class PINNED_DAMPER_BODY_END,0,YES,CONNECTED
DETAIL-HBD-ROD-001-TO-CROSSHEAD-001,HBD-ROD-001,CROSSHEAD-001,PINNED_DAMPER_ROD_END,HBD-PIN-MOVING and HBD-CLIP-MOVING,HBD-ROD-001:HBD_ROD_END_EYE is axially retained at CROSSHEAD-001:CROSSHEAD_HBD_CLEVIS,"CROSSHEAD-001:CROSSHEAD_HBD_CLEVIS provides the lateral pilot, clevis, channel, or guide for HBD-ROD-001",HBD_ROD_END_EYE/CROSSHEAD_HBD_CLEVIS and the named hardware prevent unintended rotation,CROSSHEAD-001,HBD-ROD-001,Service the named HBD-PIN-MOVING and HBD-CLIP-MOVING at this exact occurrence pair,Enumerated modeled joint HBD-ROD-001:HBD_ROD_END_EYE to CROSSHEAD-001:CROSSHEAD_HBD_CLEVIS; class PINNED_DAMPER_ROD_END,0,YES,CONNECTED
DETAIL-GS19-FIXED-YOKE-TO-FIXED-SECTOR-1,GS19-FIXED-YOKE,FIXED-SECTOR-1,BOLTED_ACTUATOR_YOKE,"Two M3 screws, two dowels, and locking compound",GS19-FIXED-YOKE:YOKE_PILOT_AND_2X_M3_PATTERN is axially retained at FIXED-SECTOR-1:SECTOR_GS19_YOKE_DATUM,"FIXED-SECTOR-1:SECTOR_GS19_YOKE_DATUM provides the lateral pilot, clevis, channel, or guide for GS19-FIXED-YOKE",YOKE_PILOT_AND_2X_M3_PATTERN/SECTOR_GS19_YOKE_DATUM and the named hardware prevent unintended rotation,FIXED-SECTOR-1,GS19-FIXED-YOKE,"Service the named Two M3 screws, two dowels, and locking compound at this exact occurrence pair",Enumerated modeled joint GS19-FIXED-YOKE:YOKE_PILOT_AND_2X_M3_PATTERN to FIXED-SECTOR-1:SECTOR_GS19_YOKE_DATUM; class BOLTED_ACTUATOR_YOKE,0,YES,CONNECTED
DETAIL-GS19-PIN-FIXED-TO-GS19-FIXED-YOKE,GS19-PIN-FIXED,GS19-FIXED-YOKE,CAPTIVE_ACTUATOR_CLEVIS_PIN,GS19-PIN-FIXED retained by GS19-CLIP-FIXED,GS19-PIN-FIXED:PIN_GROUND_SHANK_AND_HEAD is axially retained at GS19-FIXED-YOKE:GS19_FIXED_COAXIAL_CLEVIS_BORES,"GS19-FIXED-YOKE:GS19_FIXED_COAXIAL_CLEVIS_BORES provides the lateral pilot, clevis, channel, or guide for GS19-PIN-FIXED",PIN_GROUND_SHANK_AND_HEAD/GS19_FIXED_COAXIAL_CLEVIS_BORES and the named hardware prevent unintended rotation,GS19-FIXED-YOKE,GS19-PIN-FIXED,Service the named GS19-PIN-FIXED retained by GS19-CLIP-FIXED at this exact occurrence pair,Enumerated modeled joint GS19-PIN-FIXED:PIN_GROUND_SHANK_AND_HEAD to GS19-FIXED-YOKE:GS19_FIXED_COAXIAL_CLEVIS_BORES; class CAPTIVE_ACTUATOR_CLEVIS_PIN,1,YES,CONNECTED
DETAIL-GS19-CLIP-FIXED-TO-GS19-PIN-FIXED,GS19-CLIP-FIXED,GS19-PIN-FIXED,EXTERNAL_GROOVE_RETAINER,GS19-CLIP-FIXED seated in GS19-PIN-FIXED external groove,GS19-CLIP-FIXED:EXTERNAL_E_RING is axially retained at GS19-PIN-FIXED:ACTUATOR_PIN_RETAINER_GROOVE,"GS19-PIN-FIXED:ACTUATOR_PIN_RETAINER_GROOVE provides the lateral pilot, clevis, channel, or guide for GS19-CLIP-FIXED",EXTERNAL_E_RING/ACTUATOR_PIN_RETAINER_GROOVE and the named hardware prevent unintended rotation,GS19-PIN-FIXED,GS19-CLIP-FIXED,Service the named GS19-CLIP-FIXED seated in GS19-PIN-FIXED external groove at this exact occurrence pair,Enumerated modeled joint GS19-CLIP-FIXED:EXTERNAL_E_RING to GS19-PIN-FIXED:ACTUATOR_PIN_RETAINER_GROOVE; class EXTERNAL_GROOVE_RETAINER,1,YES,CONNECTED
DETAIL-GS19-PIN-MOVING-TO-CROSSHEAD-001,GS19-PIN-MOVING,CROSSHEAD-001,CAPTIVE_ACTUATOR_CLEVIS_PIN,GS19-PIN-MOVING retained by GS19-CLIP-MOVING,GS19-PIN-MOVING:PIN_GROUND_SHANK_AND_HEAD is axially retained at CROSSHEAD-001:GS19_MOVING_COAXIAL_CLEVIS_BORES,"CROSSHEAD-001:GS19_MOVING_COAXIAL_CLEVIS_BORES provides the lateral pilot, clevis, channel, or guide for GS19-PIN-MOVING",PIN_GROUND_SHANK_AND_HEAD/GS19_MOVING_COAXIAL_CLEVIS_BORES and the named hardware prevent unintended rotation,CROSSHEAD-001,GS19-PIN-MOVING,Service the named GS19-PIN-MOVING retained by GS19-CLIP-MOVING at this exact occurrence pair,Enumerated modeled joint GS19-PIN-MOVING:PIN_GROUND_SHANK_AND_HEAD to CROSSHEAD-001:GS19_MOVING_COAXIAL_CLEVIS_BORES; class CAPTIVE_ACTUATOR_CLEVIS_PIN,1,YES,CONNECTED
DETAIL-GS19-CLIP-MOVING-TO-GS19-PIN-MOVING,GS19-CLIP-MOVING,GS19-PIN-MOVING,EXTERNAL_GROOVE_RETAINER,GS19-CLIP-MOVING seated in GS19-PIN-MOVING external groove,GS19-CLIP-MOVING:EXTERNAL_E_RING is axially retained at GS19-PIN-MOVING:ACTUATOR_PIN_RETAINER_GROOVE,"GS19-PIN-MOVING:ACTUATOR_PIN_RETAINER_GROOVE provides the lateral pilot, clevis, channel, or guide for GS19-CLIP-MOVING",EXTERNAL_E_RING/ACTUATOR_PIN_RETAINER_GROOVE and the named hardware prevent unintended rotation,GS19-PIN-MOVING,GS19-CLIP-MOVING,Service the named GS19-CLIP-MOVING seated in GS19-PIN-MOVING external groove at this exact occurrence pair,Enumerated modeled joint GS19-CLIP-MOVING:EXTERNAL_E_RING to GS19-PIN-MOVING:ACTUATOR_PIN_RETAINER_GROOVE; class EXTERNAL_GROOVE_RETAINER,1,YES,CONNECTED
DETAIL-HBD-FIXED-YOKE-TO-FIXED-SECTOR-2,HBD-FIXED-YOKE,FIXED-SECTOR-2,BOLTED_DAMPER_YOKE,"Two M3 screws, two dowels, and locking compound",HBD-FIXED-YOKE:YOKE_PILOT_AND_2X_M3_PATTERN is axially retained at FIXED-SECTOR-2:SECTOR_HBD_YOKE_DATUM,"FIXED-SECTOR-2:SECTOR_HBD_YOKE_DATUM provides the lateral pilot, clevis, channel, or guide for HBD-FIXED-YOKE",YOKE_PILOT_AND_2X_M3_PATTERN/SECTOR_HBD_YOKE_DATUM and the named hardware prevent unintended rotation,FIXED-SECTOR-2,HBD-FIXED-YOKE,"Service the named Two M3 screws, two dowels, and locking compound at this exact occurrence pair",Enumerated modeled joint HBD-FIXED-YOKE:YOKE_PILOT_AND_2X_M3_PATTERN to FIXED-SECTOR-2:SECTOR_HBD_YOKE_DATUM; class BOLTED_DAMPER_YOKE,0,YES,CONNECTED
DETAIL-HBD-PIN-FIXED-TO-HBD-FIXED-YOKE,HBD-PIN-FIXED,HBD-FIXED-YOKE,CAPTIVE_ACTUATOR_CLEVIS_PIN,HBD-PIN-FIXED retained by HBD-CLIP-FIXED,HBD-PIN-FIXED:PIN_GROUND_SHANK_AND_HEAD is axially retained at HBD-FIXED-YOKE:HBD_FIXED_COAXIAL_CLEVIS_BORES,"HBD-FIXED-YOKE:HBD_FIXED_COAXIAL_CLEVIS_BORES provides the lateral pilot, clevis, channel, or guide for HBD-PIN-FIXED",PIN_GROUND_SHANK_AND_HEAD/HBD_FIXED_COAXIAL_CLEVIS_BORES and the named hardware prevent unintended rotation,HBD-FIXED-YOKE,HBD-PIN-FIXED,Service the named HBD-PIN-FIXED retained by HBD-CLIP-FIXED at this exact occurrence pair,Enumerated modeled joint HBD-PIN-FIXED:PIN_GROUND_SHANK_AND_HEAD to HBD-FIXED-YOKE:HBD_FIXED_COAXIAL_CLEVIS_BORES; class CAPTIVE_ACTUATOR_CLEVIS_PIN,1,YES,CONNECTED
DETAIL-HBD-CLIP-FIXED-TO-HBD-PIN-FIXED,HBD-CLIP-FIXED,HBD-PIN-FIXED,EXTERNAL_GROOVE_RETAINER,HBD-CLIP-FIXED seated in HBD-PIN-FIXED external groove,HBD-CLIP-FIXED:EXTERNAL_E_RING is axially retained at HBD-PIN-FIXED:ACTUATOR_PIN_RETAINER_GROOVE,"HBD-PIN-FIXED:ACTUATOR_PIN_RETAINER_GROOVE provides the lateral pilot, clevis, channel, or guide for HBD-CLIP-FIXED",EXTERNAL_E_RING/ACTUATOR_PIN_RETAINER_GROOVE and the named hardware prevent unintended rotation,HBD-PIN-FIXED,HBD-CLIP-FIXED,Service the named HBD-CLIP-FIXED seated in HBD-PIN-FIXED external groove at this exact occurrence pair,Enumerated modeled joint HBD-CLIP-FIXED:EXTERNAL_E_RING to HBD-PIN-FIXED:ACTUATOR_PIN_RETAINER_GROOVE; class EXTERNAL_GROOVE_RETAINER,1,YES,CONNECTED
DETAIL-HBD-PIN-MOVING-TO-CROSSHEAD-001,HBD-PIN-MOVING,CROSSHEAD-001,CAPTIVE_ACTUATOR_CLEVIS_PIN,HBD-PIN-MOVING retained by HBD-CLIP-MOVING,HBD-PIN-MOVING:PIN_GROUND_SHANK_AND_HEAD is axially retained at CROSSHEAD-001:HBD_MOVING_COAXIAL_CLEVIS_BORES,"CROSSHEAD-001:HBD_MOVING_COAXIAL_CLEVIS_BORES provides the lateral pilot, clevis, channel, or guide for HBD-PIN-MOVING",PIN_GROUND_SHANK_AND_HEAD/HBD_MOVING_COAXIAL_CLEVIS_BORES and the named hardware prevent unintended rotation,CROSSHEAD-001,HBD-PIN-MOVING,Service the named HBD-PIN-MOVING retained by HBD-CLIP-MOVING at this exact occurrence pair,Enumerated modeled joint HBD-PIN-MOVING:PIN_GROUND_SHANK_AND_HEAD to CROSSHEAD-001:HBD_MOVING_COAXIAL_CLEVIS_BORES; class CAPTIVE_ACTUATOR_CLEVIS_PIN,1,YES,CONNECTED
DETAIL-HBD-CLIP-MOVING-TO-HBD-PIN-MOVING,HBD-CLIP-MOVING,HBD-PIN-MOVING,EXTERNAL_GROOVE_RETAINER,HBD-CLIP-MOVING seated in HBD-PIN-MOVING external groove,HBD-CLIP-MOVING:EXTERNAL_E_RING is axially retained at HBD-PIN-MOVING:ACTUATOR_PIN_RETAINER_GROOVE,"HBD-PIN-MOVING:ACTUATOR_PIN_RETAINER_GROOVE provides the lateral pilot, clevis, channel, or guide for HBD-CLIP-MOVING",EXTERNAL_E_RING/ACTUATOR_PIN_RETAINER_GROOVE and the named hardware prevent unintended rotation,HBD-PIN-MOVING,HBD-CLIP-MOVING,Service the named HBD-CLIP-MOVING seated in HBD-PIN-MOVING external groove at this exact occurrence pair,Enumerated modeled joint HBD-CLIP-MOVING:EXTERNAL_E_RING to HBD-PIN-MOVING:ACTUATOR_PIN_RETAINER_GROOVE; class EXTERNAL_GROOVE_RETAINER,1,YES,CONNECTED
DETAIL-FIXED-STOP-SCREW-1-1-TO-PIVOT-CARRIER-1,FIXED-STOP-SCREW-1-1,PIVOT-CARRIER-1,DOWELLED_FIXED_DEPLOY_STOP,Two dowels and two M3 screws with locking compound,FIXED-STOP-SCREW-1-1:STOP_DOWELS_AND_2X_M3 is axially retained at PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS,"PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS provides the lateral pilot, clevis, channel, or guide for FIXED-STOP-SCREW-1-1",STOP_DOWELS_AND_2X_M3/CARRIER_STOP_DATUM_AND_THREADS and the named hardware prevent unintended rotation,PIVOT-CARRIER-1,PIVOT-CARRIER-1,Service the named Two dowels and two M3 screws with locking compound at this exact occurrence pair,Enumerated modeled joint FIXED-STOP-SCREW-1-1:STOP_DOWELS_AND_2X_M3 to PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS; class DOWELLED_FIXED_DEPLOY_STOP,1,YES,CONNECTED
DETAIL-FIXED-STOP-SCREW-1-2-TO-PIVOT-CARRIER-2,FIXED-STOP-SCREW-1-2,PIVOT-CARRIER-1-SECONDARY,DOWELLED_FIXED_DEPLOY_STOP,Two dowels and two M3 screws with locking compound,FIXED-STOP-SCREW-1-2:STOP_DOWELS_AND_2X_M3 is axially retained at PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS,"PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS provides the lateral pilot, clevis, channel, or guide for FIXED-STOP-SCREW-1-2",STOP_DOWELS_AND_2X_M3/CARRIER_STOP_DATUM_AND_THREADS and the named hardware prevent unintended rotation,PIVOT-CARRIER-2,PIVOT-CARRIER-1-SECONDARY,Service the named Two dowels and two M3 screws with locking compound at this exact occurrence pair,Enumerated modeled joint FIXED-STOP-SCREW-1-2:STOP_DOWELS_AND_2X_M3 to PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS; class DOWELLED_FIXED_DEPLOY_STOP,1,YES,CONNECTED
DETAIL-FIXED-STOP-DOWEL-1-1-TO-PIVOT-CARRIER-1,FIXED-STOP-DOWEL-1-1,PIVOT-CARRIER-1,DOWELLED_FIXED_DEPLOY_STOP,Two dowels and two M3 screws with locking compound,FIXED-STOP-DOWEL-1-1:STOP_DOWELS_AND_2X_M3 is axially retained at PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS,"PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS provides the lateral pilot, clevis, channel, or guide for FIXED-STOP-DOWEL-1-1",STOP_DOWELS_AND_2X_M3/CARRIER_STOP_DATUM_AND_THREADS and the named hardware prevent unintended rotation,PIVOT-CARRIER-1,PIVOT-CARRIER-1,Service the named Two dowels and two M3 screws with locking compound at this exact occurrence pair,Enumerated modeled joint FIXED-STOP-DOWEL-1-1:STOP_DOWELS_AND_2X_M3 to PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS; class DOWELLED_FIXED_DEPLOY_STOP,1,YES,CONNECTED
DETAIL-FIXED-STOP-DOWEL-1-2-TO-PIVOT-CARRIER-2,FIXED-STOP-DOWEL-1-2,PIVOT-CARRIER-1-SECONDARY,DOWELLED_FIXED_DEPLOY_STOP,Two dowels and two M3 screws with locking compound,FIXED-STOP-DOWEL-1-2:STOP_DOWELS_AND_2X_M3 is axially retained at PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS,"PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS provides the lateral pilot, clevis, channel, or guide for FIXED-STOP-DOWEL-1-2",STOP_DOWELS_AND_2X_M3/CARRIER_STOP_DATUM_AND_THREADS and the named hardware prevent unintended rotation,PIVOT-CARRIER-2,PIVOT-CARRIER-1-SECONDARY,Service the named Two dowels and two M3 screws with locking compound at this exact occurrence pair,Enumerated modeled joint FIXED-STOP-DOWEL-1-2:STOP_DOWELS_AND_2X_M3 to PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS; class DOWELLED_FIXED_DEPLOY_STOP,1,YES,CONNECTED
DETAIL-FIXED-STOP-SCREW-2-1-TO-PIVOT-CARRIER-1,FIXED-STOP-SCREW-2-1,PIVOT-CARRIER-2,DOWELLED_FIXED_DEPLOY_STOP,Two dowels and two M3 screws with locking compound,FIXED-STOP-SCREW-2-1:STOP_DOWELS_AND_2X_M3 is axially retained at PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS,"PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS provides the lateral pilot, clevis, channel, or guide for FIXED-STOP-SCREW-2-1",STOP_DOWELS_AND_2X_M3/CARRIER_STOP_DATUM_AND_THREADS and the named hardware prevent unintended rotation,PIVOT-CARRIER-1,PIVOT-CARRIER-2,Service the named Two dowels and two M3 screws with locking compound at this exact occurrence pair,Enumerated modeled joint FIXED-STOP-SCREW-2-1:STOP_DOWELS_AND_2X_M3 to PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS; class DOWELLED_FIXED_DEPLOY_STOP,1,YES,CONNECTED
DETAIL-FIXED-STOP-SCREW-2-2-TO-PIVOT-CARRIER-2,FIXED-STOP-SCREW-2-2,PIVOT-CARRIER-2-SECONDARY,DOWELLED_FIXED_DEPLOY_STOP,Two dowels and two M3 screws with locking compound,FIXED-STOP-SCREW-2-2:STOP_DOWELS_AND_2X_M3 is axially retained at PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS,"PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS provides the lateral pilot, clevis, channel, or guide for FIXED-STOP-SCREW-2-2",STOP_DOWELS_AND_2X_M3/CARRIER_STOP_DATUM_AND_THREADS and the named hardware prevent unintended rotation,PIVOT-CARRIER-2,PIVOT-CARRIER-2-SECONDARY,Service the named Two dowels and two M3 screws with locking compound at this exact occurrence pair,Enumerated modeled joint FIXED-STOP-SCREW-2-2:STOP_DOWELS_AND_2X_M3 to PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS; class DOWELLED_FIXED_DEPLOY_STOP,1,YES,CONNECTED
DETAIL-FIXED-STOP-DOWEL-2-1-TO-PIVOT-CARRIER-1,FIXED-STOP-DOWEL-2-1,PIVOT-CARRIER-2,DOWELLED_FIXED_DEPLOY_STOP,Two dowels and two M3 screws with locking compound,FIXED-STOP-DOWEL-2-1:STOP_DOWELS_AND_2X_M3 is axially retained at PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS,"PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS provides the lateral pilot, clevis, channel, or guide for FIXED-STOP-DOWEL-2-1",STOP_DOWELS_AND_2X_M3/CARRIER_STOP_DATUM_AND_THREADS and the named hardware prevent unintended rotation,PIVOT-CARRIER-1,PIVOT-CARRIER-2,Service the named Two dowels and two M3 screws with locking compound at this exact occurrence pair,Enumerated modeled joint FIXED-STOP-DOWEL-2-1:STOP_DOWELS_AND_2X_M3 to PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS; class DOWELLED_FIXED_DEPLOY_STOP,1,YES,CONNECTED
DETAIL-FIXED-STOP-DOWEL-2-2-TO-PIVOT-CARRIER-2,FIXED-STOP-DOWEL-2-2,PIVOT-CARRIER-2-SECONDARY,DOWELLED_FIXED_DEPLOY_STOP,Two dowels and two M3 screws with locking compound,FIXED-STOP-DOWEL-2-2:STOP_DOWELS_AND_2X_M3 is axially retained at PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS,"PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS provides the lateral pilot, clevis, channel, or guide for FIXED-STOP-DOWEL-2-2",STOP_DOWELS_AND_2X_M3/CARRIER_STOP_DATUM_AND_THREADS and the named hardware prevent unintended rotation,PIVOT-CARRIER-2,PIVOT-CARRIER-2-SECONDARY,Service the named Two dowels and two M3 screws with locking compound at this exact occurrence pair,Enumerated modeled joint FIXED-STOP-DOWEL-2-2:STOP_DOWELS_AND_2X_M3 to PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS; class DOWELLED_FIXED_DEPLOY_STOP,1,YES,CONNECTED
DETAIL-FIXED-STOP-SCREW-3-1-TO-PIVOT-CARRIER-1,FIXED-STOP-SCREW-3-1,PIVOT-CARRIER-3,DOWELLED_FIXED_DEPLOY_STOP,Two dowels and two M3 screws with locking compound,FIXED-STOP-SCREW-3-1:STOP_DOWELS_AND_2X_M3 is axially retained at PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS,"PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS provides the lateral pilot, clevis, channel, or guide for FIXED-STOP-SCREW-3-1",STOP_DOWELS_AND_2X_M3/CARRIER_STOP_DATUM_AND_THREADS and the named hardware prevent unintended rotation,PIVOT-CARRIER-1,PIVOT-CARRIER-3,Service the named Two dowels and two M3 screws with locking compound at this exact occurrence pair,Enumerated modeled joint FIXED-STOP-SCREW-3-1:STOP_DOWELS_AND_2X_M3 to PIVOT-CARRIER-1:CARRIER_STOP_DATUM_AND_THREADS; class DOWELLED_FIXED_DEPLOY_STOP,1,YES,CONNECTED
DETAIL-FIXED-STOP-SCREW-3-2-TO-PIVOT-CARRIER-2,FIXED-STOP-SCREW-3-2,PIVOT-CARRIER-3-SECONDARY,DOWELLED_FIXED_DEPLOY_STOP,Two dowels and two M3 screws with locking compound,FIXED-STOP-SCREW-3-2:STOP_DOWELS_AND_2X_M3 is axially retained at PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS,"PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS provides the lateral pilot, clevis, channel, or guide for FIXED-STOP-SCREW-3-2",STOP_DOWELS_AND_2X_M3/CARRIER_STOP_DATUM_AND_THREADS and the named hardware prevent unintended rotation,PIVOT-CARRIER-2,PIVOT-CARRIER-3-SECONDARY,Service the named Two dowels and two M3 screws with locking compound at this exact occurrence pair,Enumerated modeled joint FIXED-STOP-SCREW-3-2:STOP_DOWELS_AND_2X_M3 to PIVOT-CARRIER-2:CARRIER_STOP_DATUM_AND_THREADS; class DOWELLED_FIXED_DEPLOY_STOP,1,YES,CONNECTED
