part_number,physical_title,state_definition,revision,description,material,finish,make_buy,manufacturer,cad_classification,mass_kg,volume_mm3,solid_count,face_count,bbox_mm,neutral_ap242_path,neutral_ap242_bytes,neutral_ap242_sha256,native_brep_path,native_brep_bytes,native_brep_sha256,four_view_render_path,four_view_render_bytes,four_view_render_sha256,installed_location_reference,installed_location_image,section_cutaway_status,release_status
DF8-SHORT14-ARM-TERMINATION-RING-001,SHORT-ARM_MODULE_AFT_STRUCTURAL_TERMINATION_RING_TI,STOWED,A,SHORT-ARM MODULE AFT STRUCTURAL TERMINATION RING,Ti-6Al-4V,ASTM B600 clean/passivate; drawing-controlled surface finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.028944490434771264,6533.745019135726,1,16,"{""xmin"":-25.307863795379355,""xmax"":25.307863795379355,""ymin"":-25.300000100000013,""ymax"":25.300000100000005,""zmin"":-4.007863795379353,""zmax"":4.007863795379353}",neutral_ap242/DF8-SHORT14-ARM-TERMINATION-RING-001__STOWED__LOCAL_AP242.step,55469,48d3d2ee29ae52982293e12548a6dfd8d89e81f80b6967cf2a1bd91dd68e1859,native_brep/DF8-SHORT14-ARM-TERMINATION-RING-001__STOWED__LOCAL_OCCT.brep,19576,21d4b0ec3fba6b5f2eabff43d0217d16603b8b970486b6af91f789812a8f9663,renders/DF8-SHORT14-ARM-TERMINATION-RING-001__STOWED__FOUR_VIEW.png,219638,66006786776a4021cf0e4b8a1818e759479548219f7aa1552c499b6226cb1a7a,ARM-TERMINATION-RING-001 in Arm_Activation_Powertrain_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BACKUP-ACCESS-FIXED-SECTOR-003,SHORTENED_FIXED_SECTOR_3_WITH_BACKUP-GUIDE_ACCESS_TI,STOWED,A,SHORTENED FIXED SECTOR 3 WITH BACKUP-GUIDE ACCESS,Ti-6Al-4V,ASTM B600 clean/passivate; drawing-controlled surface finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.17708072899000055,39973.07652144482,1,36,"{""xmin"":21.15671106987696,""xmax"":28.50855144848078,""ymin"":-13.825625625501399,""ymax"":13.825625625501385,""zmin"":-0.00908584289641994,""zmax"":389.4090858428964}",neutral_ap242/DF8-SHORT14-BACKUP-ACCESS-FIXED-SECTOR-003__STOWED__LOCAL_AP242.step,178680,181283cc3561e3019b1cf2ac590e1f1f3d07cc6ebaa30aad9eb9aa8d3e6a9f07,native_brep/DF8-SHORT14-BACKUP-ACCESS-FIXED-SECTOR-003__STOWED__LOCAL_OCCT.brep,73571,d3b24d47889948613c6008e20411d9064acc3453ae359db5f0daba9a2af68a10,renders/DF8-SHORT14-BACKUP-ACCESS-FIXED-SECTOR-003__STOWED__FOUR_VIEW.png,79319,2c4e75d0388fd18a1d7eddce007431d90ac8b3dc8c97d66c83a1a675a480f87d,FIXED-SECTOR-3 in Arm_Activation_Powertrain_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BACKUP-GUIDE-LONGERON-003,SHORTENED_PRIMARY_LONGERON_3_WITH_BACKUP-GUIDE_BORES_TI,STOWED,A,SHORTENED PRIMARY LONGERON 3 WITH BACKUP-GUIDE BORES,Ti-6Al-4V,ASTM B600 clean/passivate; drawing-controlled surface finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02536196076122347,5725.047575896946,1,8,"{""xmin"":22.20743072627967,""xmax"":24.211270992928682,""ymin"":-6.274691884409684,""ymax"":6.274691884409684,""zmin"":-0.01127099292868372,""zmax"":389.4112709929287}",neutral_ap242/DF8-SHORT14-BACKUP-GUIDE-LONGERON-003__STOWED__LOCAL_AP242.step,92178,ff130924201e88703b9c701e1a559955c6eed0c7febfb4b91cbf68af33d090a0,native_brep/DF8-SHORT14-BACKUP-GUIDE-LONGERON-003__STOWED__LOCAL_OCCT.brep,55327,f58e47ebc0a9801a04b6b69798c0d71864381b9ec3583b9a2bbb685889a527ff,renders/DF8-SHORT14-BACKUP-GUIDE-LONGERON-003__STOWED__FOUR_VIEW.png,66223,5df8d65172424080c91f9a80786bc8f8f9801f731ca20ce5a1e2b6dfccd58470,ARM-LONGERON-3 in Arm_Activation_Powertrain_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BALLAST-CARRIER-TRANSITION-RING-001,BALLAST-AFT-FACE_TO_ARM-CARRIER_STRUCTURAL_TRANSITION_RING_TI,STOWED,A,BALLAST-AFT-FACE TO ARM-CARRIER STRUCTURAL TRANSITION RING,Ti-6Al-4V,ASTM B600 clean/passivate; drawing-controlled surface finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.025715400129644583,5804.83072903941,1,57,"{""xmin"":-25.312899691443192,""xmax"":25.312899691443192,""ymin"":-26.054225033097296,""ymax"":26.054225033097293,""zmin"":-4.012899691443191,""zmax"":4.012899691443191}",neutral_ap242/DF8-SHORT14-BALLAST-CARRIER-TRANSITION-RING-001__STOWED__LOCAL_AP242.step,329035,dd0184c3e69feb64cf9c4c4d1d59a9017daad2600909847ab1f56d8f6d911315,native_brep/DF8-SHORT14-BALLAST-CARRIER-TRANSITION-RING-001__STOWED__LOCAL_OCCT.brep,174574,0c96d049e33745c0162dc4a92077fe485b357fa74a75855e1fa5b2451d4c4c54,renders/DF8-SHORT14-BALLAST-CARRIER-TRANSITION-RING-001__STOWED__FOUR_VIEW.png,223215,842b792001b97feb502f8463d4591b746a09799120f8981f791bc78f29d3aa7a,FWD-RING-02 in Forward_Body_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-INLET-MANIFOLD-001,BUOY-MOUNTED_INLET_MANIFOLD_WITH_INFLATOR_THREAD_INTERFACE_SS,STOWED,A,BUOY-MOUNTED INLET MANIFOLD WITH INFLATOR THREAD INTERFACE,316 stainless steel,ASTM A967 passivated; rope-contact and seal surfaces polished per drawing,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.004987341169426868,623.4176461783585,1,4,"{""xmin"":-1.0016163535957565,""xmax"":10.001616353595756,""ymin"":-5.200000100000001,""ymax"":5.200000100000002,""zmin"":-5.201616353595757,""zmax"":5.201616353595757}",neutral_ap242/DF8-SHORT14-BUOY-INLET-MANIFOLD-001__STOWED__LOCAL_AP242.step,11647,79f31cd4383667217bcf618a86d110e3d88404a54975b34e8b7be6594661e705,native_brep/DF8-SHORT14-BUOY-INLET-MANIFOLD-001__STOWED__LOCAL_OCCT.brep,2584,ef408007baa8741c8e9a62187b7dd9907dc96b0957dddc3813837ea0a5812266,renders/DF8-SHORT14-BUOY-INLET-MANIFOLD-001__STOWED__FOUR_VIEW.png,365635,c7d56c0f03d88039ade0536f9f5607bf267755ea20dc8374c702b77b4ff132ec,BUOY-INLET-MANIFOLD in Shortened_Aft_Body_External_Buoy_Assembly/Buoy_Mounted_Automatic_Manual_Inflation_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-INLET-REINFORCEMENT-PATCH-001,BUOY_INLET_RF-WELDED_REINFORCEMENT_PATCH_TPU,STOWED,A,BUOY INLET RF-WELDED REINFORCEMENT PATCH,TPU-coated nylon laminate,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.026,4871.999999999999,1,6,"{""xmin"":-0.6000001000000025,""xmax"":0.6000001000000025,""ymin"":-29.0000001,""ymax"":29.0000001,""zmin"":-35.0000001,""zmax"":35.0000001}",neutral_ap242/DF8-SHORT14-BUOY-INLET-REINFORCEMENT-PATCH-001__STOWED__LOCAL_AP242.step,17900,5829eca8177681bdff652ed29a3841a7a9dbc2021926a0f9772986584f4e1972,native_brep/DF8-SHORT14-BUOY-INLET-REINFORCEMENT-PATCH-001__STOWED__LOCAL_OCCT.brep,2750,e92d5a3d4321868057e2765dc59dd4663f508a6720a769cf4deb26c5b660a6e6,renders/DF8-SHORT14-BUOY-INLET-REINFORCEMENT-PATCH-001__STOWED__FOUR_VIEW.png,75442,17762d708443583ae7f5f3e9b1c264fd6610bd989c1f10ce789c1de3e8398da8,BUOY-INLET-PATCH in Shortened_Aft_Body_External_Buoy_Assembly/Buoy_Mounted_Automatic_Manual_Inflation_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-INLET-REINFORCEMENT-PATCH-001,BUOY_INLET_RF-WELDED_REINFORCEMENT_PATCH_TPU,DEPLOYED,A,BUOY INLET RF-WELDED REINFORCEMENT PATCH,TPU-coated nylon laminate,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.026,4871.999999999999,1,6,"{""xmin"":-0.6000001000000025,""xmax"":0.6000001000000025,""ymin"":-29.0000001,""ymax"":29.0000001,""zmin"":-35.0000001,""zmax"":35.0000001}",neutral_ap242/DF8-SHORT14-BUOY-INLET-REINFORCEMENT-PATCH-001__DEPLOYED__LOCAL_AP242.step,17907,afd5f548fc84363830dbe6197505474522414593ed6e64dad3e6b6f2c8f36c02,native_brep/DF8-SHORT14-BUOY-INLET-REINFORCEMENT-PATCH-001__DEPLOYED__LOCAL_OCCT.brep,3186,a2b35d1a31f8bdd1b8b5c41d38ac3615bab76727e0b534d212610b489a229880,renders/DF8-SHORT14-BUOY-INLET-REINFORCEMENT-PATCH-001__DEPLOYED__FOUR_VIEW.png,74989,20f5bc25cf5eb6306c5ffe1a2563454700b9741f67754e68a25c551b8894cde9,BUOY-INLET-PATCH in Shortened_Aft_Body_External_Buoy_Assembly/Buoy_Mounted_Automatic_Manual_Inflation_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-PANEL-01,60_L_BUOY_PANEL_01_WITH_PACKED-ENVELOPE_AND_DEPLOYED-GORE_STATES_TPU,STOWED,A,60 L BUOY PANEL 01 WITH PACKED-ENVELOPE AND DEPLOYED-GORE STATES,TPU-coated nylon,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02375,12968.494474018667,1,6,"{""xmin"":39.25201602584366,""xmax"":44.21215535451428,""ymin"":-16.211509575728208,""ymax"":16.211509575728208,""zmin"":-0.012155354514267218,""zmax"":200.01215535451428}",neutral_ap242/DF8-SHORT14-BUOY-PANEL-01__STOWED__LOCAL_AP242.step,22030,c2c8e943636e99d8020a11e76a2215ba3e35a4c47f3acf11d5699582d82a0955,native_brep/DF8-SHORT14-BUOY-PANEL-01__STOWED__LOCAL_OCCT.brep,6206,be7075a63358d6b1216cca15c612463b49b8c265fba4e8696fb151d34b6afb0a,renders/DF8-SHORT14-BUOY-PANEL-01__STOWED__FOUR_VIEW.png,95601,c097da6dce30bbcb7c6bd5cb4ddfbc915d70c72a5f595af3ce6fc4cc8228dd6b,EXT-BUOY-PANEL-01 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-PANEL-01,60_L_BUOY_PANEL_01_WITH_PACKED-ENVELOPE_AND_DEPLOYED-GORE_STATES_TPU,DEPLOYED,A,60 L BUOY PANEL 01 WITH PACKED-ENVELOPE AND DEPLOYED-GORE STATES,TPU-coated nylon,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02375,42140.968382104766,1,11,"{""xmin"":-0.5980653906475786,""xmax"":243.89884525170766,""ymin"":-94.46329456887378,""ymax"":94.46329456887376,""zmin"":-243.9070653906476,""zmax"":243.9070653906476}",neutral_ap242/DF8-SHORT14-BUOY-PANEL-01__DEPLOYED__LOCAL_AP242.step,33540,368d102da8879ccb1636efb1d6ccd73af3afa74702f01f67adfe41c3bbe9c5c3,native_brep/DF8-SHORT14-BUOY-PANEL-01__DEPLOYED__LOCAL_OCCT.brep,9851,7d417ef295fff5e803e91a77293e6ca8d7e1ff0067e49e58de3103ba7b154508,renders/DF8-SHORT14-BUOY-PANEL-01__DEPLOYED__FOUR_VIEW.png,236798,06fcd4d4961863a38fa463df723f221b8ce252e3adf067352dc5107adec3cd5f,EXT-BUOY-PANEL-01 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-PANEL-02,60_L_BUOY_PANEL_02_WITH_PACKED-ENVELOPE_AND_DEPLOYED-GORE_STATES_TPU,STOWED,A,60 L BUOY PANEL 02 WITH PACKED-ENVELOPE AND DEPLOYED-GORE STATES,TPU-coated nylon,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02375,12968.494474018682,1,6,"{""xmin"":16.815605365647606,""xmax"":40.54621064233675,""ymin"":16.815605365647603,""ymax"":40.54621064233675,""zmin"":-0.012155354514268225,""zmax"":200.01215535451428}",neutral_ap242/DF8-SHORT14-BUOY-PANEL-02__STOWED__LOCAL_AP242.step,20617,8a002676e8d14638882243315bfb348cb3713c3a0d91356cc07b89240403dbb8,native_brep/DF8-SHORT14-BUOY-PANEL-02__STOWED__LOCAL_OCCT.brep,5435,09aa473d511b8dc313c59a664dd4c07db023db406845747299055775959a5784,renders/DF8-SHORT14-BUOY-PANEL-02__STOWED__FOUR_VIEW.png,91384,a4bb8564baf669a17ae5cf8d08d5bacc40ef0611ceb3ce2b0ee96bba3339b293,EXT-BUOY-PANEL-02 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-PANEL-02,60_L_BUOY_PANEL_02_WITH_PACKED-ENVELOPE_AND_DEPLOYED-GORE_STATES_TPU,DEPLOYED,A,60 L BUOY PANEL 02 WITH PACKED-ENVELOPE AND DEPLOYED-GORE STATES,TPU-coated nylon,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02375,42139.42470071651,1,4,"{""xmin"":-0.577940286800126,""xmax"":225.61982284229083,""ymin"":-0.5779402868001409,""ymax"":225.61982284229086,""zmin"":-243.88694028680013,""zmax"":243.88694028680013}",neutral_ap242/DF8-SHORT14-BUOY-PANEL-02__DEPLOYED__LOCAL_AP242.step,12358,8375ea706289e8ec8343296308156b7fba2acbc6bcb20da95115609639850a4a,native_brep/DF8-SHORT14-BUOY-PANEL-02__DEPLOYED__LOCAL_OCCT.brep,3627,2e5b476d10e94c82e5fc24ac084e300efa1afaa4a19794f5905d5b0cdb183373,renders/DF8-SHORT14-BUOY-PANEL-02__DEPLOYED__FOUR_VIEW.png,232586,37a62c932af3a04f163ef8e714a4562a8fbbd4f8e6daa8acb64726a6c62b3a9b,EXT-BUOY-PANEL-02 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-PANEL-03,60_L_BUOY_PANEL_03_WITH_PACKED-ENVELOPE_AND_DEPLOYED-GORE_STATES_TPU,STOWED,A,60 L BUOY PANEL 03 WITH PACKED-ENVELOPE AND DEPLOYED-GORE STATES,TPU-coated nylon,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02375,12968.494474018662,1,6,"{""xmin"":-16.211509575728194,""xmax"":16.211509575728208,""ymin"":39.25201602584366,""ymax"":44.212155354514266,""zmin"":-0.012155354514266088,""zmax"":200.01215535451428}",neutral_ap242/DF8-SHORT14-BUOY-PANEL-03__STOWED__LOCAL_AP242.step,20599,1dc672bf8c92b4a6f0338a3712113175c552f33a57963ab0a8c590996ad04ff1,native_brep/DF8-SHORT14-BUOY-PANEL-03__STOWED__LOCAL_OCCT.brep,5422,78fb47edb93961bfefe5ef95341604ee737f80cf5546ce78e471e6684114440f,renders/DF8-SHORT14-BUOY-PANEL-03__STOWED__FOUR_VIEW.png,95801,5f4d7e7b01731eade91743669d0bfa862bdf8c183a5296809a14d453d239afdd,EXT-BUOY-PANEL-03 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-PANEL-03,60_L_BUOY_PANEL_03_WITH_PACKED-ENVELOPE_AND_DEPLOYED-GORE_STATES_TPU,DEPLOYED,A,60 L BUOY PANEL 03 WITH PACKED-ENVELOPE AND DEPLOYED-GORE STATES,TPU-coated nylon,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02375,42139.42470071651,1,4,"{""xmin"":-94.44316946502633,""xmax"":94.44316946502637,""ymin"":-0.5779402868001746,""ymax"":243.73872301798934,""zmin"":-243.88694028680018,""zmax"":243.88694028680018}",neutral_ap242/DF8-SHORT14-BUOY-PANEL-03__DEPLOYED__LOCAL_AP242.step,12363,f53aa2968b2e51fd51e89872883f212b4a22a8ab7246329c6a2774ec366e0c2d,native_brep/DF8-SHORT14-BUOY-PANEL-03__DEPLOYED__LOCAL_OCCT.brep,3621,e997737045e7581bf2aa24e1f1c0cfa29e3d1d80df38b6367ca82a9418699507,renders/DF8-SHORT14-BUOY-PANEL-03__DEPLOYED__FOUR_VIEW.png,228588,3341c2230eff217b9529e80ac1cd0762c18f79229189405ca242306d0766494c,EXT-BUOY-PANEL-03 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-PANEL-04,60_L_BUOY_PANEL_04_WITH_PACKED-ENVELOPE_AND_DEPLOYED-GORE_STATES_TPU,STOWED,A,60 L BUOY PANEL 04 WITH PACKED-ENVELOPE AND DEPLOYED-GORE STATES,TPU-coated nylon,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02375,12968.494474018626,1,6,"{""xmin"":-40.546210642336746,""xmax"":-16.815605365647606,""ymin"":16.815605365647606,""ymax"":40.546210642336746,""zmin"":-0.012155354514265623,""zmax"":200.01215535451428}",neutral_ap242/DF8-SHORT14-BUOY-PANEL-04__STOWED__LOCAL_AP242.step,20637,f959a68206ac850d82eb7cf08198a9c46ed78b165e8184327962378c0790e7e8,native_brep/DF8-SHORT14-BUOY-PANEL-04__STOWED__LOCAL_OCCT.brep,5490,598a0926cabdd0e34e999491c4309de2a4c4c602860e79bad9448cfd9ccf249b,renders/DF8-SHORT14-BUOY-PANEL-04__STOWED__FOUR_VIEW.png,107847,0350dca0710f406dde95a4fc44d847d2f7d67ac1f8b036367a4006efe74616e6,EXT-BUOY-PANEL-04 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-PANEL-04,60_L_BUOY_PANEL_04_WITH_PACKED-ENVELOPE_AND_DEPLOYED-GORE_STATES_TPU,DEPLOYED,A,60 L BUOY PANEL 04 WITH PACKED-ENVELOPE AND DEPLOYED-GORE STATES,TPU-coated nylon,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02375,42139.424700720236,1,4,"{""xmin"":-225.61982284229086,""xmax"":0.5779402868001767,""ymin"":-0.5779402868001619,""ymax"":225.61982284229086,""zmin"":-243.88694028680015,""zmax"":243.88694028680015}",neutral_ap242/DF8-SHORT14-BUOY-PANEL-04__DEPLOYED__LOCAL_AP242.step,12299,5b086ebba0ed36188dea4977c4429af2c28ddbe0f595b535368af3749771b0c7,native_brep/DF8-SHORT14-BUOY-PANEL-04__DEPLOYED__LOCAL_OCCT.brep,3540,9a2c5391b73b374d4fb3d0eed628fbbbfb40fc6af6a5d60d720978ad24e110d0,renders/DF8-SHORT14-BUOY-PANEL-04__DEPLOYED__FOUR_VIEW.png,269705,32d7dcb43d46fe9ce2e9ff7ef12ae2416c77f0069994598246b48929c1b46f6e,EXT-BUOY-PANEL-04 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-PANEL-05,60_L_BUOY_PANEL_05_WITH_PACKED-ENVELOPE_AND_DEPLOYED-GORE_STATES_TPU,STOWED,A,60 L BUOY PANEL 05 WITH PACKED-ENVELOPE AND DEPLOYED-GORE STATES,TPU-coated nylon,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02375,12968.494474018655,1,6,"{""xmin"":-44.21215535451427,""xmax"":-39.25201602584365,""ymin"":-16.211509575728215,""ymax"":16.211509575728204,""zmin"":-0.012155354514269667,""zmax"":200.01215535451428}",neutral_ap242/DF8-SHORT14-BUOY-PANEL-05__STOWED__LOCAL_AP242.step,20527,3ff73dd110ba215bf77d679af3fcde4faf9bcc37a3fa80abd4728681cb37abfe,native_brep/DF8-SHORT14-BUOY-PANEL-05__STOWED__LOCAL_OCCT.brep,5323,9ec6ca72e88efc4d32bdf1d8d20f2d6e6aaa522d4848b836efaa41605c8c0a81,renders/DF8-SHORT14-BUOY-PANEL-05__STOWED__FOUR_VIEW.png,96493,7f8c92c738b1c660e3c6d340e0b87ba17838c0f8e8aa6d72f1f095f92310d1d9,EXT-BUOY-PANEL-05 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-BUOY-PANEL-05,60_L_BUOY_PANEL_05_WITH_PACKED-ENVELOPE_AND_DEPLOYED-GORE_STATES_TPU,DEPLOYED,A,60 L BUOY PANEL 05 WITH PACKED-ENVELOPE AND DEPLOYED-GORE STATES,TPU-coated nylon,Clean RF-welded membrane; trimmed sealed edges,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02375,42312.637340859816,1,406,"{""xmin"":-243.792221883628,""xmax"":0.6314391524388513,""ymin"":-245.76400954213202,""ymax"":94.49666833066499,""zmin"":-243.94043915243884,""zmax"":243.94043915243884}",neutral_ap242/DF8-SHORT14-BUOY-PANEL-05__DEPLOYED__LOCAL_AP242.step,1494344,3d403f8ef0f3fd861fd7a82cdeaf884967dabdbaf39870a3730ef5409c56f5c2,native_brep/DF8-SHORT14-BUOY-PANEL-05__DEPLOYED__LOCAL_OCCT.brep,582974,a72370d2faae0319b13b5ba3b659dcd98df907fd9a689bb43a1d02cd524264c1,renders/DF8-SHORT14-BUOY-PANEL-05__DEPLOYED__FOUR_VIEW.png,205184,7470b1651adaebdeae9b5a700cde4849dc6f61b4882951bd4ef7384bf38dc34e,EXT-BUOY-PANEL-05 in Shortened_Aft_Body_External_Buoy_Assembly/Aft_Buoy_Breakaway_Wrap_CORDURA,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
